Country/Region,Date,R,ci_65_l,ci_65_u
Germany,2022-09-04,,,
Germany,2022-09-05,,,
Germany,2022-09-06,,,
Germany,2022-09-07,,,
Germany,2022-09-08,,,
Germany,2022-09-09,,,
Germany,2022-09-10,,,
Germany,2022-09-11,,,
Germany,2022-09-12,,,
Germany,2022-09-13,,,
Germany,2022-09-14,,,
Germany,2022-09-15,,,
Germany,2022-09-16,,,
Germany,2022-09-17,,,
Germany,2022-09-18,,,
Germany,2022-09-19,,,
Germany,2022-09-20,,,
Germany,2022-09-21,,,
Germany,2022-09-22,,,
Germany,2022-09-23,,,
Germany,2022-09-24,,,
Germany,2022-09-25,,,
Germany,2022-09-26,,,
Germany,2022-09-27,,,
Germany,2022-09-28,,,
Germany,2022-09-29,,,
Germany,2022-09-30,,,
Germany,2022-10-01,,,
Germany,2022-10-02,,,
Germany,2022-10-03,,,
Germany,2022-10-04,,,
Germany,2022-10-05,,,
Germany,2022-10-06,,,
Germany,2022-10-07,,,
Germany,2022-10-08,,,
Germany,2022-10-09,,,
Germany,2022-10-10,,,
Germany,2022-10-11,,,
Germany,2022-10-12,,,
Germany,2022-10-13,,,
Germany,2022-10-14,,,
Germany,2022-10-15,,,
Germany,2022-10-16,,,
Germany,2022-10-17,,,
Germany,2022-10-18,,,
Germany,2022-10-19,,,
Germany,2022-10-20,,,
Germany,2022-10-21,,,
Germany,2022-10-22,,,
Germany,2022-10-23,,,
Germany,2022-10-24,,,
Germany,2022-10-25,,,
Germany,2022-10-26,,,
Germany,2022-10-27,,,
Germany,2022-10-28,,,
Germany,2022-10-29,,,
Germany,2022-10-30,,,
Germany,2022-10-31,,,
Germany,2022-11-01,,,
Germany,2022-11-02,,,
Germany,2022-11-03,,,
Germany,2022-11-04,,,
Germany,2022-11-05,,,
Germany,2022-11-06,,,
Germany,2022-11-07,,,
Germany,2022-11-08,,,
Germany,2022-11-09,,,
Germany,2022-11-10,,,
Germany,2022-11-11,,,
Germany,2022-11-12,,,
Germany,2022-11-13,,,
Germany,2022-11-14,,,
Germany,2022-11-15,,,
Germany,2022-11-16,,,
Germany,2022-11-17,,,
Germany,2022-11-18,,,
Germany,2022-11-19,,,
Germany,2022-11-20,,,
Germany,2022-11-21,,,
Germany,2022-11-22,,,
Germany,2022-11-23,,,
Germany,2022-11-24,,,
Germany,2022-11-25,,,
Germany,2022-11-26,,,
Germany,2022-11-27,,,
Germany,2022-11-28,,,
Germany,2022-11-29,,,
Germany,2022-11-30,,,
Germany,2022-12-01,,,
Germany,2022-12-02,,,
Germany,2022-12-03,,,
Germany,2022-12-04,,,
Germany,2022-12-05,,,
Germany,2022-12-06,,,
Germany,2022-12-07,,,
Germany,2022-12-08,,,
Germany,2022-12-09,,,
Germany,2022-12-10,,,
Germany,2022-12-11,,,
Germany,2022-12-12,,,
Germany,2022-12-13,,,
Germany,2022-12-14,,,
Germany,2022-12-15,,,
Germany,2022-12-16,,,
Germany,2022-12-17,,,
Germany,2022-12-18,,,
Germany,2022-12-19,,,
Germany,2022-12-20,,,
Germany,2022-12-21,,,
Germany,2022-12-22,,,
Germany,2022-12-23,,,
Germany,2022-12-24,,,
Germany,2022-12-25,,,
Germany,2022-12-26,,,
Germany,2022-12-27,,,
Germany,2022-12-28,,,
Germany,2022-12-29,,,
Germany,2022-12-30,,,
Germany,2022-12-31,,,
Germany,2023-01-01,,,
Germany,2023-01-02,,,
Germany,2023-01-03,,,
Germany,2023-01-04,,,
Germany,2023-01-05,,,
Germany,2023-01-06,,,
Germany,2023-01-07,,,
Germany,2023-01-08,,,
Germany,2023-01-09,,,
Germany,2023-01-10,,,
Germany,2023-01-11,,,
Germany,2023-01-12,,,
Germany,2023-01-13,,,
Germany,2023-01-14,,,
Germany,2023-01-15,,,
Germany,2023-01-16,,,
Germany,2023-01-17,,,
Germany,2023-01-18,,,
Germany,2023-01-19,,,
Germany,2023-01-20,,,
Germany,2023-01-21,,,
Germany,2023-01-22,,,
Germany,2023-01-23,,,
Germany,2023-01-24,,,
Germany,2023-01-25,,,
Germany,2023-01-26,,,
Germany,2023-01-27,,,
Germany,2023-01-28,,,
Germany,2023-01-29,,,
Germany,2023-01-30,,,
Germany,2023-01-31,,,
Germany,2023-02-01,,,
Germany,2023-02-02,,,
Germany,2023-02-03,,,
Germany,2023-02-04,,,
Germany,2023-02-05,,,
Germany,2023-02-06,,,
Germany,2023-02-07,,,
Germany,2023-02-08,,,
Germany,2023-02-09,,,
Germany,2023-02-10,,,
Germany,2023-02-11,,,
Germany,2023-02-12,,,
Germany,2023-02-13,,,
Germany,2023-02-14,,,
Germany,2023-02-15,,,
Germany,2023-02-16,,,
Germany,2023-02-17,,,
Germany,2023-02-18,,,
Germany,2023-02-19,,,
